student_id,branch,cgpa,tenth_percentage,twelfth_percentage,backlogs,internships,projects,certifications,technical_skills,aptitude_score,communication_score,attendance,placed,company,package_lpa,placement_year
S0726,Computer,5.29,86.26,51.87,1,0,2,2,6,87.67,59.41,76.88,0,Not Placed,0.0,2026
S0727,Mechanical,8.48,79.17,72.42,2,1,0,4,6,42.4,60.47,96.82,0,Not Placed,0.0,2024
S0728,IT,9.92,95.72,81.02,2,0,2,3,4,59.94,79.72,95.17,1,Infosys,3.46,2025
S0729,Electronics,6.2,76.34,61.35,0,0,4,0,6,68.23,68.02,78.28,0,Not Placed,0.0,2026
S0730,Computer,5.71,71.36,63.85,1,2,5,0,7,58.87,88.72,76.44,0,Not Placed,0.0,2024
S0731,Civil,5.61,62.01,77.61,0,0,3,2,4,82.01,49.36,82.2,0,Not Placed,0.0,2026
S0732,Civil,6.52,88.81,90.41,0,2,1,2,7,89.58,87.4,69.74,1,Capgemini,3.13,2026
S0733,Mechanical,5.51,86.58,86.45,1,1,5,1,1,83.88,43.85,62.09,1,Cognizant,3.79,2025
S0734,IT,8.46,71.53,76.24,0,1,3,4,3,99.36,51.64,97.57,1,Wipro,9.74,2024
S0735,Computer,5.31,56.08,82.86,0,0,1,4,3,56.35,79.37,67.47,0,Not Placed,0.0,2024
S0736,IT,7.55,91.08,66.42,0,0,5,1,2,92.5,91.3,67.94,0,Not Placed,0.0,2025
S0737,Computer,9.98,55.49,78.84,1,0,4,4,1,86.0,55.16,78.9,1,Wipro,6.95,2024
S0738,Mechanical,9.07,85.26,70.98,1,3,4,1,6,61.73,59.63,79.66,0,Not Placed,0.0,2025
S0739,Mechanical,8.08,96.72,58.55,0,2,4,3,1,84.05,72.23,60.74,1,Deloitte,9.2,2024
S0740,Civil,6.53,73.82,81.58,1,1,2,2,5,46.24,52.69,65.92,0,Not Placed,0.0,2026
S0741,IT,8.12,65.1,75.04,0,0,2,0,3,87.36,88.67,75.13,1,Deloitte,8.39,2024
S0742,Civil,7.64,85.31,66.14,0,3,3,4,6,71.94,86.42,87.35,1,Deloitte,6.72,2026
S0743,IT,7.13,90.14,91.01,1,0,2,2,7,57.54,48.72,69.14,0,Not Placed,0.0,2024
S0744,Civil,5.65,78.5,50.94,1,0,2,3,7,79.35,67.83,76.92,0,Not Placed,0.0,2026
S0745,Electronics,9.43,96.58,64.21,4,1,4,1,3,78.5,86.49,82.29,1,Wipro,11.6,2024
S0746,Electronics,7.25,57.22,52.56,0,3,4,0,1,52.57,60.24,95.54,0,Not Placed,0.0,2026
S0747,Electronics,5.97,76.71,84.49,1,0,3,0,6,41.82,77.99,73.04,0,Not Placed,0.0,2025
S0748,Electronics,6.84,85.89,81.59,0,0,4,2,2,66.02,43.01,65.34,0,Not Placed,0.0,2026
S0749,Computer,7.07,92.09,64.91,2,3,4,2,7,74.17,76.52,79.57,1,Cognizant,3.57,2024
S0750,Electronics,9.14,62.71,80.4,0,0,3,1,1,92.6,49.16,89.87,0,Not Placed,0.0,2025
S0751,Mechanical,8.67,89.4,67.82,1,0,2,2,2,95.69,89.83,64.39,1,Cognizant,6.04,2024
S0752,Mechanical,8.85,78.77,84.03,0,1,2,2,8,71.73,61.33,76.99,1,Capgemini,6.12,2025
S0753,Computer,5.06,72.05,70.44,0,2,2,3,6,85.23,56.89,60.71,0,Not Placed,0.0,2024
S0754,Electronics,7.08,60.66,68.55,0,1,1,2,3,66.36,90.45,61.34,1,Tech Mahindra,11.35,2025
S0755,Electronics,7.41,92.21,92.06,0,3,2,4,8,84.76,43.01,79.32,1,Cognizant,5.44,2024
S0756,Electronics,5.1,61.76,61.29,0,1,2,2,5,52.29,63.8,71.93,0,Not Placed,0.0,2024
S0757,Civil,6.3,68.32,55.42,2,0,3,2,8,62.26,62.2,93.8,0,Not Placed,0.0,2026
S0758,IT,8.8,67.47,76.3,0,3,5,0,4,78.05,57.09,84.09,1,Capgemini,4.54,2026
S0759,Civil,5.69,92.47,93.62,0,1,1,1,3,41.09,94.71,78.16,0,Not Placed,0.0,2025
S0760,IT,7.68,83.93,67.0,0,0,4,0,2,83.35,85.06,76.32,1,Tech Mahindra,7.71,2026
S0761,Electronics,6.08,89.26,52.79,0,1,3,2,1,90.13,43.84,79.89,0,Not Placed,0.0,2025
S0762,Electronics,5.06,65.77,65.27,0,0,1,1,8,63.95,82.88,61.62,0,Not Placed,0.0,2025
S0763,Civil,6.21,81.87,72.77,0,0,5,1,7,66.88,71.64,95.71,1,Wipro,4.59,2024
S0764,Civil,9.88,79.59,57.29,0,0,3,3,6,91.08,94.05,99.93,1,Cognizant,8.55,2024
S0765,IT,9.01,90.81,79.61,0,1,2,1,8,86.54,58.78,67.26,0,Not Placed,0.0,2026
S0766,Mechanical,9.8,93.96,94.9,0,2,4,1,3,57.29,74.45,64.82,1,Deloitte,10.12,2025
S0767,IT,7.44,55.52,70.33,0,1,2,0,7,59.44,70.05,65.74,0,Not Placed,0.0,2026
S0768,Civil,5.55,83.98,65.96,0,3,3,3,7,80.73,69.37,86.44,1,Cognizant,9.26,2025
S0769,Civil,7.74,57.23,68.03,0,0,0,0,5,73.79,67.37,86.46,0,Not Placed,0.0,2025
S0770,Computer,7.27,78.6,55.18,0,0,4,2,6,49.73,52.34,93.92,0,Not Placed,0.0,2025
S0771,Civil,9.22,67.37,89.75,3,0,2,2,8,58.6,85.34,90.07,0,Not Placed,0.0,2026
S0772,Computer,5.49,68.19,68.67,2,0,3,2,2,94.0,67.08,77.99,0,Not Placed,0.0,2024
S0773,Mechanical,7.44,70.18,67.43,1,0,2,2,6,81.29,97.51,84.51,1,Capgemini,4.63,2025
S0774,IT,5.75,81.72,79.69,0,2,3,3,8,99.16,55.65,87.53,0,Not Placed,0.0,2025
S0775,IT,6.62,69.36,69.89,1,3,4,0,6,86.02,80.96,80.51,1,Cognizant,10.23,2026
S0776,Computer,8.69,86.51,79.17,1,3,3,1,1,96.52,96.44,79.03,1,Infosys,8.6,2025
S0777,IT,7.38,72.39,52.77,1,0,3,1,4,52.97,79.81,85.8,0,Not Placed,0.0,2026
S0778,Civil,6.88,57.94,86.62,0,2,3,0,8,86.29,92.28,82.3,1,Accenture,9.37,2024
S0779,Electronics,6.97,88.7,92.32,0,0,4,1,7,41.21,89.65,85.76,1,Capgemini,5.88,2024
S0780,Computer,7.3,67.29,79.19,2,0,3,1,2,80.25,61.61,84.51,0,Not Placed,0.0,2026
S0781,IT,8.93,73.61,92.96,0,2,4,2,8,68.16,76.01,88.77,1,Infosys,9.62,2026
S0782,Computer,9.46,84.47,56.81,0,1,4,2,8,60.81,49.38,85.71,1,Tech Mahindra,10.6,2025
S0783,Computer,9.78,69.3,71.48,0,0,2,1,1,91.74,72.13,80.79,1,Cognizant,11.13,2025
S0784,Electronics,8.93,57.43,77.08,0,1,2,3,7,91.26,53.83,87.27,1,Accenture,5.13,2024
S0785,Civil,6.58,71.08,76.18,0,0,2,1,4,41.34,84.62,77.98,0,Not Placed,0.0,2026
S0786,Computer,8.44,95.61,68.07,0,2,4,1,1,76.57,71.68,69.67,1,Wipro,8.97,2024
S0787,IT,7.19,82.59,65.21,0,1,2,2,4,62.07,64.67,60.06,0,Not Placed,0.0,2026
S0788,Mechanical,6.27,83.87,55.71,0,3,3,0,4,64.94,56.13,82.4,0,Not Placed,0.0,2025
S0789,Computer,9.2,82.19,67.63,0,0,4,0,4,89.92,99.92,83.63,1,TCS,8.91,2025
S0790,Computer,5.19,63.56,57.32,0,1,2,1,1,58.59,44.3,98.88,0,Not Placed,0.0,2026
S0791,Electronics,9.51,72.99,83.05,0,1,3,4,6,96.58,42.61,74.46,1,Wipro,9.31,2026
S0792,Civil,7.31,87.29,59.4,1,1,2,3,8,50.78,53.04,75.77,0,Not Placed,0.0,2025
S0793,Mechanical,8.19,59.36,52.64,1,0,1,0,4,79.76,98.26,68.07,0,Not Placed,0.0,2026
S0794,IT,8.3,66.95,74.86,0,2,4,3,6,80.33,98.75,62.82,1,Cognizant,6.47,2026
S0795,Mechanical,9.48,66.88,76.79,0,2,1,3,8,55.13,79.3,90.91,1,Deloitte,4.46,2026
S0796,IT,8.18,73.58,89.24,0,3,2,2,7,59.49,92.81,69.99,1,Cognizant,8.32,2026
S0797,Civil,8.07,97.16,75.96,2,2,4,3,8,90.09,52.84,84.36,1,Capgemini,4.02,2025
S0798,IT,5.33,57.9,65.55,0,2,2,1,7,85.71,98.32,87.51,0,Not Placed,0.0,2026
S0799,Electronics,7.59,77.3,86.14,0,1,5,1,2,59.75,48.57,78.85,1,Deloitte,6.32,2026
S0800,Electronics,5.75,62.71,74.31,0,2,5,2,5,72.04,46.07,95.05,0,Not Placed,0.0,2025
S0801,Electronics,8.69,96.74,53.57,0,0,2,2,6,43.7,46.73,77.75,0,Not Placed,0.0,2025
S0802,Electronics,7.56,59.87,75.46,2,1,0,2,8,52.52,74.39,71.4,1,Cognizant,10.17,2025
S0803,Mechanical,8.4,72.35,90.86,1,0,4,2,7,69.15,86.86,95.84,1,Deloitte,11.23,2026
S0804,Civil,5.21,86.73,67.83,0,1,3,4,5,45.16,62.0,94.46,0,Not Placed,0.0,2026
S0805,IT,5.42,85.3,63.33,0,0,1,4,4,90.6,98.67,66.56,0,Not Placed,0.0,2025
S0806,IT,8.58,73.18,56.46,0,3,4,4,5,83.08,66.07,61.04,1,Capgemini,5.82,2025
S0807,Electronics,5.36,69.9,56.82,0,0,0,3,5,96.62,49.03,63.6,0,Not Placed,0.0,2024
S0808,Electronics,5.36,72.1,69.47,0,0,4,4,4,81.61,67.96,71.46,0,Not Placed,0.0,2024
S0809,Computer,5.06,66.36,76.81,0,1,1,0,6,96.42,80.74,98.89,0,Not Placed,0.0,2025
S0810,Civil,9.78,63.83,53.63,0,0,1,1,8,73.27,89.93,82.34,0,Not Placed,0.0,2025
S0811,Mechanical,8.69,75.77,92.28,0,0,1,2,4,76.01,67.53,74.93,0,Not Placed,0.0,2026
S0812,IT,6.77,66.55,83.98,3,0,5,3,2,98.62,75.62,95.55,0,Not Placed,0.0,2025
S0813,Computer,6.48,67.36,76.4,0,1,3,2,3,78.53,56.04,78.13,1,Tech Mahindra,4.74,2026
S0814,Computer,6.75,83.24,87.28,2,1,4,3,8,41.85,78.75,72.61,0,Not Placed,0.0,2024
S0815,IT,8.87,96.65,53.61,1,2,2,0,1,83.43,99.16,97.65,1,Cognizant,5.9,2026
S0816,Mechanical,8.31,80.96,71.46,0,2,2,1,4,94.33,42.94,93.98,0,Not Placed,0.0,2025
S0817,Computer,5.93,58.31,78.35,1,1,2,3,4,87.73,93.19,93.75,0,Not Placed,0.0,2026
S0818,Computer,5.87,58.25,87.29,0,0,3,0,5,75.03,73.74,80.49,0,Not Placed,0.0,2025
S0819,Civil,5.49,95.91,85.26,0,0,3,1,2,80.28,55.13,91.58,1,Infosys,9.56,2025
S0820,Mechanical,8.3,67.78,62.47,0,2,3,1,7,99.41,97.29,67.17,1,Infosys,3.12,2024
S0821,Computer,8.82,58.96,92.34,4,0,2,1,7,45.44,69.0,82.93,0,Not Placed,0.0,2024
S0822,Mechanical,6.33,80.76,55.6,0,0,5,3,5,80.03,59.9,99.35,1,Accenture,10.95,2026
S0823,IT,5.1,81.82,89.38,0,2,1,1,6,57.0,50.89,71.64,0,Not Placed,0.0,2025
S0824,Electronics,5.41,82.89,93.69,3,1,5,2,8,78.41,54.67,91.77,0,Not Placed,0.0,2026
S0825,Computer,9.84,66.5,57.97,0,0,0,0,4,76.46,89.97,79.62,0,Not Placed,0.0,2025
S0826,Civil,6.48,55.65,82.49,1,0,3,3,8,49.21,76.86,61.59,0,Not Placed,0.0,2026
S0827,IT,8.85,96.5,51.81,1,3,2,1,8,52.4,94.79,90.52,1,TCS,4.73,2024
S0828,Mechanical,8.12,65.79,68.24,2,2,2,2,4,77.3,53.92,66.74,0,Not Placed,0.0,2024
S0829,IT,6.91,84.07,73.23,4,2,3,3,5,47.69,47.27,85.26,0,Not Placed,0.0,2025
S0830,Computer,6.03,85.39,76.13,4,1,2,1,8,55.91,40.37,63.43,0,Not Placed,0.0,2026
S0831,Mechanical,5.61,81.23,92.12,0,1,2,4,4,90.11,70.47,97.87,1,Accenture,9.96,2025
S0832,Electronics,8.08,68.46,80.25,1,3,4,2,6,59.63,99.9,71.67,0,Not Placed,0.0,2024
S0833,IT,8.87,66.66,71.66,0,3,3,1,8,69.28,81.7,69.06,1,Infosys,6.36,2024
S0834,Computer,8.22,80.7,86.44,0,0,4,0,3,96.47,58.5,65.17,0,Not Placed,0.0,2025
S0835,Civil,7.65,92.24,92.77,0,2,2,4,1,53.63,92.61,97.84,0,Not Placed,0.0,2026
S0836,Mechanical,5.21,95.71,50.99,1,0,3,3,1,63.38,86.9,88.48,0,Not Placed,0.0,2025
S0837,IT,9.84,59.55,94.21,4,0,3,1,1,76.39,40.92,89.67,0,Not Placed,0.0,2026
S0838,IT,8.99,61.66,53.88,2,1,2,1,3,85.32,89.01,79.98,0,Not Placed,0.0,2026
S0839,Electronics,6.46,95.62,86.65,0,1,3,3,4,94.1,58.03,78.99,1,Capgemini,4.78,2026
S0840,Electronics,9.9,86.67,62.62,0,3,2,2,5,94.93,48.98,64.4,1,Accenture,10.78,2025
S0841,Civil,8.01,92.97,55.95,0,0,1,3,7,86.6,53.58,82.39,1,Cognizant,11.44,2025
S0842,Civil,7.91,63.71,69.79,1,1,2,1,2,53.7,68.11,69.88,1,Infosys,5.65,2026
S0843,Computer,8.74,80.27,78.98,1,3,1,3,4,41.49,65.49,99.09,0,Not Placed,0.0,2025
S0844,Computer,9.06,85.15,67.14,0,3,3,1,3,63.03,57.33,91.86,1,Infosys,9.72,2025
S0845,Civil,8.28,84.24,52.46,0,0,3,1,8,48.49,50.33,76.52,0,Not Placed,0.0,2026
S0846,Civil,5.64,72.55,76.98,0,1,5,2,6,82.62,85.73,66.05,0,Not Placed,0.0,2024
S0847,Mechanical,6.69,55.66,90.61,0,1,4,5,3,79.67,99.41,91.41,1,Accenture,3.92,2025
S0848,Electronics,9.64,80.07,67.24,3,0,1,1,8,42.64,86.67,64.88,1,Deloitte,11.73,2024
S0849,Computer,6.12,65.88,59.73,0,3,4,2,7,90.2,57.76,67.57,1,Tech Mahindra,11.0,2024
S0850,Electronics,6.86,74.36,69.92,0,3,4,2,1,54.92,54.69,68.46,1,Tech Mahindra,7.89,2024
S0851,Electronics,7.16,96.18,52.18,0,0,2,2,4,65.93,53.06,82.28,1,Tech Mahindra,4.5,2024
S0852,Civil,7.2,72.16,86.92,0,0,3,3,7,80.08,48.2,91.48,1,Wipro,9.59,2025
S0853,Mechanical,8.06,91.11,87.19,4,0,5,3,1,65.77,73.08,72.57,0,Not Placed,0.0,2026
S0854,IT,9.72,63.11,76.46,0,3,3,0,2,66.48,76.32,63.39,0,Not Placed,0.0,2026
S0855,Mechanical,6.2,83.92,65.89,0,0,5,5,8,43.94,82.33,78.58,0,Not Placed,0.0,2026
S0856,Mechanical,5.61,97.01,85.99,0,1,1,3,8,64.09,80.81,89.92,0,Not Placed,0.0,2025
S0857,Electronics,5.99,59.38,74.96,1,1,1,4,6,85.89,57.54,68.87,0,Not Placed,0.0,2026
S0858,Mechanical,9.43,55.36,87.17,1,1,2,2,1,94.91,59.82,68.8,0,Not Placed,0.0,2026
S0859,Computer,8.23,73.64,78.42,1,0,3,4,2,64.81,80.89,97.89,1,Tech Mahindra,6.66,2026
S0860,Electronics,6.43,58.98,85.3,0,0,4,0,8,65.42,60.97,98.17,1,Deloitte,6.11,2026
S0861,Computer,9.08,87.18,76.94,0,3,5,1,3,82.16,52.76,99.62,1,TCS,7.2,2024
S0862,IT,9.31,94.33,68.64,0,3,2,4,1,96.57,62.46,92.31,1,Cognizant,3.14,2026
S0863,Electronics,9.23,73.66,93.11,1,2,0,1,1,56.02,56.33,67.53,1,Cognizant,3.12,2026
S0864,IT,9.59,66.12,74.35,0,0,4,0,5,66.41,45.3,68.48,0,Not Placed,0.0,2025
S0865,Electronics,6.26,73.68,77.23,0,0,3,3,6,87.76,89.81,73.61,0,Not Placed,0.0,2025
S0866,Civil,8.78,86.11,59.92,2,1,1,3,6,76.58,91.19,72.73,1,TCS,3.72,2024
S0867,Mechanical,7.3,55.39,78.15,2,0,3,0,7,46.64,53.19,98.26,0,Not Placed,0.0,2024
S0868,Civil,9.21,80.35,75.72,0,3,4,4,3,77.66,43.89,91.56,1,Capgemini,7.56,2026
S0869,IT,8.64,81.37,58.32,0,1,4,2,5,51.2,84.33,88.96,1,Wipro,11.63,2026
S0870,Mechanical,8.88,82.42,52.68,0,0,3,2,7,70.61,52.69,67.44,1,Tech Mahindra,5.8,2025
S0871,Electronics,8.28,65.41,77.2,1,3,2,3,2,71.75,63.61,96.38,0,Not Placed,0.0,2025
S0872,Mechanical,5.89,85.7,84.37,1,3,5,1,7,92.57,43.85,93.11,1,Capgemini,3.52,2026
S0873,Computer,7.73,58.93,73.55,0,0,3,0,2,67.75,53.58,66.55,0,Not Placed,0.0,2025
S0874,Mechanical,9.92,63.57,60.2,0,1,2,1,3,56.77,87.57,94.85,1,Deloitte,5.43,2025
S0875,Computer,9.69,92.73,79.99,2,0,2,2,8,53.86,88.26,70.89,1,Deloitte,10.59,2024
S0876,Mechanical,5.22,86.77,53.6,2,1,4,2,6,92.46,52.43,63.23,0,Not Placed,0.0,2024
S0877,Computer,5.82,55.59,69.88,0,0,2,3,8,50.26,60.15,86.27,0,Not Placed,0.0,2025
S0878,IT,5.66,65.68,57.35,0,1,1,3,2,65.55,48.05,86.15,0,Not Placed,0.0,2026
S0879,Civil,8.63,64.22,58.3,0,3,3,2,3,51.23,44.45,63.8,1,Deloitte,10.43,2024
S0880,Electronics,9.09,66.64,59.1,0,1,2,3,8,86.4,99.53,72.75,1,Capgemini,10.72,2025
S0881,Mechanical,6.07,65.65,67.4,2,0,3,0,7,68.46,79.34,99.71,0,Not Placed,0.0,2026
S0882,Civil,7.53,57.69,52.3,1,1,1,0,2,61.07,72.53,87.14,0,Not Placed,0.0,2026
S0883,Electronics,9.2,74.73,67.9,1,0,3,4,4,61.67,85.93,89.2,1,Deloitte,9.75,2024
S0884,Electronics,8.66,86.51,73.03,0,2,2,0,1,91.13,90.4,68.52,1,Wipro,6.51,2026
S0885,Computer,7.71,81.09,71.75,2,1,0,1,7,73.23,88.4,63.15,1,TCS,10.85,2026
S0886,IT,7.95,83.93,67.23,0,0,1,2,6,83.07,40.99,71.08,1,Tech Mahindra,6.89,2026
S0887,IT,7.54,58.49,87.76,0,0,5,1,8,93.82,51.21,69.96,1,Accenture,3.03,2026
S0888,Civil,6.49,95.91,56.54,0,2,4,4,7,94.1,79.29,69.38,1,Accenture,9.81,2026
S0889,IT,7.83,91.06,72.76,0,0,2,1,4,59.71,62.55,67.71,0,Not Placed,0.0,2024
S0890,Mechanical,8.44,89.62,52.79,1,2,4,0,3,97.15,98.95,82.99,1,Infosys,11.51,2026
S0891,IT,9.37,90.39,53.2,0,0,3,1,3,41.49,79.92,73.12,0,Not Placed,0.0,2026
S0892,Civil,8.18,95.11,75.82,0,0,5,2,7,62.61,97.39,92.81,1,Cognizant,3.79,2025
S0893,IT,8.81,78.4,75.47,0,1,2,1,4,93.75,52.09,67.36,1,Capgemini,3.23,2025
S0894,Mechanical,5.8,63.61,89.51,0,3,3,2,8,56.48,91.84,78.59,0,Not Placed,0.0,2026
S0895,Computer,7.31,81.52,75.1,0,3,1,4,7,56.38,59.28,60.55,1,Wipro,7.34,2026
S0896,Civil,5.05,86.94,93.19,0,0,2,4,1,58.16,99.37,79.27,0,Not Placed,0.0,2025
S0897,Computer,6.23,86.73,52.19,2,1,5,1,1,76.74,49.46,62.23,0,Not Placed,0.0,2024
S0898,Computer,8.63,77.42,54.41,0,0,3,2,5,66.3,70.98,99.11,0,Not Placed,0.0,2026
S0899,Computer,9.96,57.94,51.98,0,1,2,2,2,83.6,87.57,91.62,1,Cognizant,5.14,2024
S0900,Electronics,5.5,70.96,58.34,0,1,1,4,5,93.69,65.96,79.6,0,Not Placed,0.0,2026
S0901,Electronics,7.01,94.59,74.36,1,3,4,5,8,80.45,68.09,63.46,1,Deloitte,3.66,2024
S0902,Computer,9.0,80.13,79.05,0,3,3,1,1,52.27,99.18,83.7,1,TCS,7.11,2025
S0903,Civil,6.02,78.15,52.05,0,1,2,3,4,95.96,65.52,90.35,0,Not Placed,0.0,2026
S0904,Mechanical,7.78,66.56,92.57,0,1,5,1,2,55.87,76.24,67.63,0,Not Placed,0.0,2024
S0905,Mechanical,8.67,70.84,87.9,0,2,0,0,8,48.99,43.27,82.73,1,Cognizant,7.65,2024
S0906,IT,8.08,93.5,63.35,0,2,2,0,4,45.4,90.53,92.57,1,Infosys,9.61,2025
S0907,Civil,5.94,83.66,53.47,1,0,5,2,8,73.8,78.89,90.73,1,Accenture,3.37,2025
S0908,Electronics,6.78,88.86,57.64,0,0,2,2,5,46.83,64.24,92.12,0,Not Placed,0.0,2026
S0909,Computer,8.92,74.54,55.71,0,1,2,0,3,48.33,40.97,95.17,1,Accenture,6.18,2025
S0910,IT,7.77,82.1,55.55,1,0,3,2,4,58.0,75.5,97.51,0,Not Placed,0.0,2025
S0911,Mechanical,5.03,65.68,73.34,1,0,4,1,5,56.9,40.76,76.22,0,Not Placed,0.0,2025
S0912,Electronics,8.8,85.33,61.06,0,0,1,2,5,76.25,40.07,82.75,0,Not Placed,0.0,2024
S0913,Electronics,5.18,73.39,66.12,0,1,5,1,5,89.0,76.97,91.63,1,Infosys,3.16,2026
S0914,Computer,8.73,74.03,94.53,0,0,4,0,3,85.68,51.34,87.89,1,Deloitte,4.23,2024
S0915,Mechanical,6.01,82.92,80.79,0,0,1,1,3,55.75,51.51,99.82,0,Not Placed,0.0,2026
S0916,Civil,9.79,95.26,92.7,1,0,4,1,7,54.72,79.2,60.55,1,Capgemini,8.55,2025
S0917,Electronics,6.84,57.75,56.42,2,2,2,2,3,97.95,43.22,74.21,0,Not Placed,0.0,2025
S0918,Computer,6.63,90.46,67.2,3,2,2,0,2,40.49,58.8,71.24,0,Not Placed,0.0,2026
S0919,Civil,5.74,67.57,74.96,0,1,4,2,3,92.78,48.97,70.49,0,Not Placed,0.0,2026
S0920,Mechanical,6.53,74.09,53.45,0,1,5,0,3,51.98,74.81,68.9,1,TCS,4.46,2026
S0921,Electronics,9.38,55.94,50.19,0,3,1,2,3,96.84,79.71,88.36,1,Accenture,7.34,2025
S0922,Civil,9.98,67.94,80.17,1,0,2,3,8,60.54,83.27,63.39,1,Accenture,5.53,2024
S0923,Civil,6.84,76.61,78.88,0,0,3,0,4,66.42,55.31,89.66,0,Not Placed,0.0,2026
S0924,Civil,7.24,57.42,68.49,0,0,2,2,3,82.43,45.35,87.74,0,Not Placed,0.0,2024
S0925,Electronics,8.61,76.12,72.03,1,0,2,0,2,75.26,44.72,70.03,0,Not Placed,0.0,2026
S0926,Electronics,9.43,94.87,68.69,1,1,1,2,8,59.08,65.57,70.11,1,Tech Mahindra,3.41,2026
S0927,IT,7.97,59.53,51.08,2,3,3,1,5,73.23,96.75,85.15,1,Infosys,6.47,2026
S0928,Mechanical,6.96,87.87,65.09,0,1,2,2,4,83.84,53.06,90.49,0,Not Placed,0.0,2026
S0929,Computer,7.06,72.62,57.97,1,1,1,2,1,42.54,55.4,95.06,0,Not Placed,0.0,2024
S0930,Civil,8.48,83.17,54.43,2,3,4,4,8,40.67,46.05,94.09,1,Capgemini,10.16,2026
S0931,IT,5.02,66.19,93.05,0,0,4,2,3,67.48,76.33,98.6,0,Not Placed,0.0,2024
S0932,Computer,8.1,61.86,76.97,0,0,3,2,8,47.91,80.79,83.26,1,Cognizant,6.04,2024
S0933,IT,6.78,61.9,82.79,0,1,2,1,7,79.86,78.58,96.35,1,Tech Mahindra,10.91,2025
S0934,Electronics,8.97,58.03,64.19,3,1,3,4,7,52.84,91.67,92.34,1,Deloitte,7.76,2024
S0935,Civil,5.46,62.98,67.69,0,0,2,3,8,65.97,69.19,95.79,0,Not Placed,0.0,2026
S0936,Computer,7.94,83.56,60.66,0,1,2,1,5,51.86,48.07,60.47,0,Not Placed,0.0,2026
S0937,Computer,7.4,92.91,54.36,0,1,4,3,5,72.91,57.36,98.64,0,Not Placed,0.0,2026
S0938,Computer,8.21,90.01,58.06,1,1,0,1,4,46.96,79.75,78.94,0,Not Placed,0.0,2024
S0939,Computer,5.32,84.46,85.89,0,1,1,3,7,41.39,76.79,91.93,0,Not Placed,0.0,2026
S0940,Computer,7.9,59.75,80.49,0,0,0,3,1,43.07,71.86,65.09,0,Not Placed,0.0,2026
S0941,IT,7.81,67.44,74.61,0,0,1,0,6,97.26,80.98,75.84,1,Cognizant,4.79,2026
S0942,Civil,7.8,68.32,71.38,2,1,1,3,7,48.54,78.24,70.86,1,Tech Mahindra,8.31,2026
S0943,Electronics,8.02,65.75,91.51,0,0,5,1,8,82.51,92.88,71.67,1,TCS,5.9,2026
S0944,Electronics,8.38,77.15,53.27,0,3,2,1,7,44.08,75.16,64.93,1,Cognizant,5.64,2024
S0945,Electronics,9.02,78.03,62.63,1,1,1,1,2,46.49,86.72,92.23,0,Not Placed,0.0,2026
S0946,Electronics,6.35,70.35,65.75,0,0,2,3,6,70.53,54.92,60.37,0,Not Placed,0.0,2026
S0947,IT,9.13,70.21,85.21,2,2,5,1,5,67.89,80.69,72.5,1,Infosys,10.01,2026
S0948,Mechanical,7.49,90.63,94.66,0,1,3,0,6,97.09,94.13,66.98,1,TCS,7.55,2025
S0949,Civil,5.39,88.94,60.83,0,0,2,3,7,96.69,63.14,83.56,1,Capgemini,11.7,2026
S0950,Computer,5.29,68.24,89.34,0,2,4,0,5,86.78,86.75,70.17,1,Wipro,9.88,2025
S0951,Mechanical,6.67,94.29,87.38,0,2,2,0,6,76.13,83.49,70.36,1,Tech Mahindra,6.1,2026
S0952,Electronics,8.92,95.97,60.11,1,1,2,1,5,67.3,43.57,79.53,0,Not Placed,0.0,2026
S0953,Mechanical,8.54,69.05,67.97,0,0,2,1,5,61.37,74.89,86.11,1,Deloitte,11.55,2024
S0954,Civil,8.94,70.24,68.44,1,1,2,2,4,96.83,47.81,64.85,0,Not Placed,0.0,2025
S0955,Computer,7.59,76.74,94.02,0,2,2,0,1,76.17,98.04,67.02,1,TCS,5.21,2026
S0956,Computer,7.2,95.47,58.14,0,0,3,5,5,74.74,88.68,69.89,1,Infosys,3.7,2026
S0957,Civil,5.74,92.68,85.96,0,0,2,3,2,53.91,46.58,98.95,0,Not Placed,0.0,2026
S0958,Civil,6.64,59.41,65.04,4,2,3,1,7,42.8,47.31,75.89,0,Not Placed,0.0,2024
S0959,Electronics,7.17,71.89,82.89,0,0,1,1,7,96.71,75.67,83.96,1,Accenture,9.15,2026
S0960,Computer,5.44,78.79,68.9,0,2,1,1,2,58.82,60.69,69.66,0,Not Placed,0.0,2024
S0961,Mechanical,6.1,76.63,76.03,0,1,2,2,3,66.56,42.09,79.62,0,Not Placed,0.0,2026
S0962,IT,7.99,63.34,87.47,0,1,5,0,5,46.88,72.5,62.96,1,Wipro,3.58,2024
S0963,IT,8.68,91.93,86.19,0,0,2,0,8,90.22,63.27,61.39,0,Not Placed,0.0,2026
S0964,Civil,9.99,84.11,88.99,2,2,3,4,5,41.66,46.06,78.75,1,Cognizant,7.0,2025
S0965,Electronics,9.67,91.03,52.68,0,1,2,1,5,90.04,88.12,75.95,1,Accenture,6.66,2026
S0966,IT,8.21,91.93,81.14,2,1,1,1,8,48.42,94.9,65.48,1,Cognizant,9.44,2026
S0967,Computer,7.11,87.18,56.3,0,1,1,4,6,93.19,85.4,87.5,1,TCS,7.09,2026
